ID,Title,Slug,Old URL,Date,Year,Categories,Tags,Words,Featured img,Suggested,Decision,Target collection,Notes
70,HARD FOUGHT UNISON CAMPAIGN AGAINST NEEDLESTICK AGONY WINS THROUGH,hard-fought-unison-campaign-against-needlestick-agony-wins-through,https://lasunison.co.uk/hard-fought-unison-campaign-against-needlestick-agony-wins-through,2009-06-09,2009,UNISON News,,324,,Archive,,,
71,Small change to navigation structure,small-change-to-navigation-structure,https://lasunison.co.uk/small-change-to-navigation-structure,2009-05-12,2009,Website News,,194,,Archive,,,
72,Johnson pledges no NHS cuts in recession,johnson-pledges-no-nhs-cuts-in-recession,https://lasunison.co.uk/johnson-pledges-no-nhs-cuts-in-recession,2009-04-21,2009,UNISON News,,298,,Archive,,,
73,The Independent Safeguarding Authority Scheme,the-independent-safeguarding-authority-scheme,https://lasunison.co.uk/the-independent-safeguarding-authority-scheme,2009-04-10,2009,UNISON News,,688,,Archive,,,
74,TORY ATTACK ON NURSES PAY A DISGRACE,tory-attack-on-nurses-pay-a-disgrace,https://lasunison.co.uk/tory-attack-on-nurses-pay-a-disgrace,2009-04-07,2009,UNISON News,,179,,Archive,,,
75,ERIC ROBERTS RE-ELECTED AS UNISON BRANCH SECRETARY,eric-roberts-re-elected-as-unison-branch-secretary,https://lasunison.co.uk/eric-roberts-re-elected-as-unison-branch-secretary,2009-03-19,2009,Branch News,,185,,Archive,,,
76,A4C Bandings Review Requested,a4c-bandings-review-requested,https://lasunison.co.uk/a4c-bandings-review-requested,2009-01-16,2009,Branch News,,91,,Archive,,,
77,AGM & Branch Officer Elections,agm-branch-officer-elections,https://lasunison.co.uk/agm-branch-officer-elections,2009-01-12,2009,Branch News,,521,,Archive,,,
78,No Review for Health Pay,no-review-for-health-pay,https://lasunison.co.uk/no-review-for-health-pay,2008-12-20,2008,UNISON News,,201,,Archive,,,
79,Navigation Structure,navigation-structure,https://lasunison.co.uk/navigation-structure,2008-12-19,2008,Website News,,169,,Archive,,,
80,Ambulance Foundation Trusts – a UNISON briefing,ambulance-foundation-trusts-a-unison-briefing,https://lasunison.co.uk/ambulance-foundation-trusts-a-unison-briefing,2008-12-03,2008,UNISON News,,909,,Archive,,,
81,Patient transport should be run by NHS,patient-transport-should-be-run-by-nhs,https://lasunison.co.uk/patient-transport-should-be-run-by-nhs,2008-12-02,2008,UNISON News,,304,,Archive,,,
82,New Format,new-format,https://lasunison.co.uk/new-format,2008-11-28,2008,Website News,,341,,Archive,,,
83,"INCREASE IN NHS VIOLENCE SHAMEFUL, SAYS UNISON",increase-in-nhs-violence-shameful-says-unison,https://lasunison.co.uk/increase-in-nhs-violence-shameful-says-unison,2008-11-05,2008,UNISON News,,331,,Archive,,,
84,Ambulance Risk Flagging,ambulance-risk-flagging,https://lasunison.co.uk/ambulance-risk-flagging,2008-11-04,2008,UNISON News,,202,,Archive,,,
85,FINANCIAL AND ECONOMIC CRISIS - UNISON NATIONAL EXECUTIVE COMMITTEE STATEMENT,financial-and-economic-crisis-unison-national-executive-committee-statement,https://lasunison.co.uk/financial-and-economic-crisis-unison-national-executive-committee-statement,2008-11-02,2008,UNISON News,,1102,,Archive,,,
86,UNISON TRIGGERS RE-OPENER CLAUSE FOR HEALTH PAY,unison-triggers-re-opener-clause-for-health-pay,https://lasunison.co.uk/unison-triggers-re-opener-clause-for-health-pay,2008-11-01,2008,Pay | UNISON News,,221,,Archive,,,
87,Active Area Cover Agreement,active-area-cover-agreement,https://lasunison.co.uk/active-area-cover-agreement,2008-10-19,2008,Branch News,,80,,Archive,,,
88,Mileage Rates Increased,mileage-rates-increased,https://lasunison.co.uk/mileage-rates-increased,2008-10-01,2008,Branch News,,198,,Archive,,,
89,UNISON members say yes to NHS pay offer,unison-members-say-yes-to-nhs-pay-offer,https://lasunison.co.uk/unison-members-say-yes-to-nhs-pay-offer,2008-09-21,2008,Pay | UNISON News,,537,,Archive,,,
90,NHS PAY FACTS ABOUT THE PROPOSED AGREEMENT,nhs-pay-facts-about-the-proposed-agreement,https://lasunison.co.uk/nhs-pay-facts-about-the-proposed-agreement,2008-08-22,2008,UNISON News,,66,,Archive,,,
91,Health pay matters,health-pay-matters,https://lasunison.co.uk/health-pay-matters,2008-05-12,2008,Pay | UNISON News,,329,,Archive,,,
92,UNISON welcomes assurances over NHS reform,unison-welcomes-assurances-over-nhs-reform,https://lasunison.co.uk/unison-welcomes-assurances-over-nhs-reform,2008-04-22,2008,UNISON News,,286,,Archive,,,
